Id,Name,Year,Gender,Count
2251427,Marliss,2014,F,-6
2251428,Marg,2014,F,-6
2251429,Marguarite,2014,F,-6
2251430,Marigene,2014,F,-6
2251431,Marilea,2014,F,-6
2251432,Marilene,2014,F,-6
2251433,Marinda,2014,F,-6
2251434,Marine,2014,F,-6
2251435,Marjan,2014,F,-6
2251436,Marlayne,2014,F,-6
2251437,Marleah,2014,F,-6
2251438,Margia,2014,F,-6
2251439,Laine,2014,F,-6
2251440,Shawne,2014,F,-6
2251441,Sheilla,2014,F,-6
2251442,Audrea,2014,F,-5
2251443,Aura,2014,F,-5
2251444,Avalon,2014,F,-5
2251445,Aven,2014,F,-5
2251446,Ayn,2014,F,-5
2251447,Baby,2014,F,-5
2251448,Bama,2014,F,-5
2251449,Barbar,2014,F,-5
2251450,Barnie,2014,F,-5
2251451,Beadie,2014,F,-5
2251452,Bennetta,2014,F,-5
2251453,Berdell,2014,F,-5
2251454,Berdella,2014,F,-5
2251455,Berinda,2014,F,-5
2251456,Berline,2014,F,-5
2251457,Bernadetta,2014,F,-5
2251458,Bernia,2014,F,-5
2251459,Berthenia,2014,F,-5
2251460,Beva,2014,F,-5
2251461,Aubrey,2014,F,-5
2251462,Atlean,2014,F,-5
2251463,Arnice,2014,F,-5
2251464,Arneta,2014,F,-5
2251465,Andera,2014,F,-5
2251466,Andi,2014,F,-5
2251467,Anelia,2014,F,-5
2251468,Anella,2014,F,-5
2251469,Anelle,2014,F,-5
2251470,Anida,2014,F,-5
2251471,Annabeth,2014,F,-5
2251472,Anni,2014,F,-5
2251473,Antonie,2014,F,-5
2251474,Birda,2014,F,-5
2251475,Antonieta,2014,F,-5
2251476,Aquilla,2014,F,-5
2251477,Aracelia,2014,F,-5
2251478,Ardath,2014,F,-5
2251479,Arelia,2014,F,-5
2251480,Arita,2014,F,-5
2251481,Aritha,2014,F,-5
2251482,Arleeta,2014,F,-5
2251483,Arlen,2014,F,-5
2251484,Armella,2014,F,-5
2251485,Apolonia,2014,F,-5
2251486,Birdena,2014,F,-5
2251487,Birtie,2014,F,-5
2251488,Bitha,2014,F,-5
2251489,Carson,2014,F,-5
2251490,Cassaundra,2014,F,-5
2251491,Cathee,2014,F,-5
2251492,Catheryne,2014,F,-5
2251493,Cathline,2014,F,-5
2251494,Ceil,2014,F,-5
2251495,Cele,2014,F,-5
2251496,Chaille,2014,F,-5
2251497,Charle,2014,F,-5
2251498,Carry,2014,F,-5
2251499,Charletha,2014,F,-5
2251500,Cherene,2014,F,-5
2251501,Cherine,2014,F,-5
2251502,Cherokee,2014,F,-5
2251503,Cherrill,2014,F,-5
2251504,Cherryle,2014,F,-5
2251505,Cheryel,2014,F,-5
2251506,Cheryla,2014,F,-5
2251507,Cherylan,2014,F,-5
2251508,Chestine,2014,F,-5
2251509,Chellie,2014,F,-5
2251510,Ama,2014,F,-5
2251511,Caroly,2014,F,-5
2251512,Carmeline,2014,F,-5
2251513,Blendia,2014,F,-5
2251514,Brandi,2014,F,-5
2251515,Brendalyn,2014,F,-5
2251516,Brendolyn,2014,F,-5
2251517,Brenetta,2014,F,-5
2251518,Bronna,2014,F,-5
2251519,Bronwen,2014,F,-5
2251520,Brooksey,2014,F,-5
2251521,Brunella,2014,F,-5
2251522,Carmilla,2014,F,-5
2251523,Burnie,2014,F,-5
2251524,Caleen,2014,F,-5
2251525,Camela,2014,F,-5
2251526,Cande,2014,F,-5
2251527,Caran,2014,F,-5
2251528,Careen,2014,F,-5
2251529,Caretha,2014,F,-5
2251530,Carissa,2014,F,-5
2251531,Carleta,2014,F,-5
2251532,Carlyne,2014,F,-5
2251533,Caffie,2014,F,-5
2251534,Alzenia,2014,F,-5
2251535,Alyne,2014,F,-5
2251536,Alydia,2014,F,-5
2251537,Talitha,2014,F,-6
2251538,Tallulah,2014,F,-6
2251539,Tamsen,2014,F,-6
2251540,Tanda,2014,F,-6
2251541,Taunya,2014,F,-6
2251542,Tawn,2014,F,-6
2251543,Tenia,2014,F,-6
2251544,Terie,2014,F,-6
2251545,Texanna,2014,F,-6
2251546,Tacy,2014,F,-6
2251547,Theodore,2014,F,-6
2251548,Therisa,2014,F,-6
2251549,Thetis,2014,F,-6
2251550,Thirza,2014,F,-6
2251551,Thomasa,2014,F,-6
2251552,Tommi,2014,F,-6
2251553,Tonette,2014,F,-6
2251554,Towana,2014,F,-6
2251555,Treasa,2014,F,-6
2251556,Tresea,2014,F,-6
2251557,Theona,2014,F,-6
2251558,Trilby,2014,F,-6
2251559,Syliva,2014,F,-6
2251560,Sundae,2014,F,-6
2251561,Shellee,2014,F,-6
2251562,Shellia,2014,F,-6
2251563,Sherald,2014,F,-6
2251564,Shere,2014,F,-6
2251565,Sherl,2014,F,-6
2251566,Sherleen,2014,F,-6
2251567,Sherlon,2014,F,-6
2251568,Sherol,2014,F,-6
2251569,Sherria,2014,F,-6
2251570,Sydnie,2014,F,-6
2251571,Sherrin,2014,F,-6
2251572,Shireen,2014,F,-6
2251573,Shyrl,2014,F,-6
2251574,Sibbie,2014,F,-6
2251575,Silver,2014,F,-6
2251576,Sona,2014,F,-6
2251577,Starlette,2014,F,-6
2251578,Stefany,2014,F,-6
2251579,Stephannie,2014,F,-6
2251580,Stephenia,2014,F,-6
2251581,Sherryll,2014,F,-6
2251582,Sheilda,2014,F,-6
2251583,Twylia,2014,F,-6
2251584,Vallorie,2014,F,-6
2251585,Youlanda,2014,F,-6
2251586,Yvonia,2014,F,-6
2251587,Zenola,2014,F,-6
2251588,Abbe,2014,F,-5
2251589,Adine,2014,F,-5
2251590,Adora,2014,F,-5
2251591,Adrea,2014,F,-5
2251592,Adriann,2014,F,-5
2251593,Afton,2014,F,-5
2251594,Yevette,2014,F,-6
2251595,Aina,2014,F,-5
2251596,Alejandrina,2014,F,-5
2251597,Alexander,2014,F,-5
2251598,Alfonso,2014,F,-5
2251599,Algie,2014,F,-5
2251600,Alisia,2014,F,-5
2251601,Alissa,2014,F,-5
2251602,Alphia,2014,F,-5
2251603,Alvie,2014,F,-5
2251604,Alvis,2014,F,-5
2251605,Aleida,2014,F,-5
2251606,Valaria,2014,F,-6
2251607,Xenia,2014,F,-6
2251608,Willadean,2014,F,-6
2251609,Varnell,2014,F,-6
2251610,Veida,2014,F,-6
2251611,Vela,2014,F,-6
2251612,Veloria,2014,F,-6
2251613,Venetta,2014,F,-6
2251614,Veralyn,2014,F,-6
2251615,Vercie,2014,F,-6
2251616,Verdine,2014,F,-6
2251617,Veretta,2014,F,-6
2251618,Williette,2014,F,-6
2251619,Vermelle,2014,F,-6
2251620,Versia,2014,F,-6
2251621,Vertis,2014,F,-6
2251622,Vessie,2014,F,-6
2251623,Victorine,2014,F,-6
2251624,Viviana,2014,F,-6
2251625,Wallace,2014,F,-6
2251626,Wanell,2014,F,-6
2251627,Wenona,2014,F,-6
2251628,Wilhemenia,2014,F,-6
2251629,Vern,2014,F,-6
2251630,Lafonda,2014,F,-6
2251631,Ladoris,2014,F,-6
2251632,Ladon,2014,F,-6
2251633,Berenda,2014,F,-6
2251634,Berenice,2014,F,-6
2251635,Bernard,2014,F,-6
2251636,Bernardette,2014,F,-6
2251637,Berthella,2014,F,-6
2251638,Betina,2014,F,-6
2251639,Bettey,2014,F,-6
2251640,Bettyanne,2014,F,-6
2251641,Bettyjo,2014,F,-6
2251642,Beverlie,2014,F,-6
2251643,Billi,2014,F,-6
2251644,Bob,2014,F,-6
2251645,Boneta,2014,F,-6
2251646,Bonetta,2014,F,-6
2251647,Bonnee,2014,F,-6
2251648,Bradley,2014,F,-6
2251649,Brendia,2014,F,-6
2251650,Brian,2014,F,-6
2251651,Buena,2014,F,-6
2251652,Berdine,2014,F,-6
2251653,Bennette,2014,F,-6
2251654,Benjamin,2014,F,-6
2251655,Barby,2014,F,-6
2251656,Angelena,2014,F,-6
2251657,Anise,2014,F,-6
2251658,Anona,2014,F,-6
2251659,Anselma,2014,F,-6
2251660,Antonetta,2014,F,-6
2251661,Areatha,2014,F,-6
2251662,Arlyss,2014,F,-6
2251663,Armanda,2014,F,-6
2251664,Armelia,2014,F,-6
2251665,Burnett,2014,F,-6
2251666,Arminda,2014,F,-6
2251667,Arneda,2014,F,-6
2251668,Arnelle,2014,F,-6
2251669,Arretta,2014,F,-6
2251670,Arsenia,2014,F,-6
2251671,Arzella,2014,F,-6
2251672,Audree,2014,F,-6
2251673,Austine,2014,F,-6
2251674,Avie,2014,F,-6
2251675,Aviva,2014,F,-6
2251676,Arminta,2014,F,-6
2251677,Canary,2014,F,-6
2251678,Candra,2014,F,-6
2251679,Carlethia,2014,F,-6
2251680,China,2014,F,-6
2251681,Christell,2014,F,-6
2251682,Christia,2014,F,-6
2251683,Christinia,2014,F,-6
2251684,Claris,2014,F,-6
2251685,Clarise,2014,F,-6
2251686,Cleaster,2014,F,-6
2251687,Cleora,2014,F,-6
2251688,Cleva,2014,F,-6
2251689,Cheryal,2014,F,-6
2251690,Clois,2014,F,-6
2251691,Coeta,2014,F,-6
2251692,Conita,2014,F,-6
2251693,Cordella,2014,F,-6
2251694,Corlene,2014,F,-6
2251695,Cornelius,2014,F,-6
2251696,Corrina,2014,F,-6
2251697,Coy,2014,F,-6
2251698,Creta,2014,F,-6
2251699,Cyndie,2014,F,-6
2251700,Clovis,2014,F,-6
2251701,Angelee,2014,F,-6
2251702,Cherl,2014,F,-6
2251703,Charmane,2014,F,-6
2251704,Carlon,2014,F,-6
2251705,Carmelia,2014,F,-6
2251706,Carnell,2014,F,-6
2251707,Carnella,2014,F,-6
2251708,Caro,2014,F,-6
2251709,Carollyn,2014,F,-6
2251710,Carra,2014,F,-6
2251711,Carron,2014,F,-6
2251712,Carter,2014,F,-6
2251713,Cherita,2014,F,-6
2251714,Casilda,2014,F,-6
2251715,Cathay,2014,F,-6
2251716,Cathryne,2014,F,-6
2251717,Catina,2014,F,-6
2251718,Celestia,2014,F,-6
2251719,Celestina,2014,F,-6
2251720,Chanda,2014,F,-6
2251721,Charissa,2014,F,-6
2251722,Charl,2014,F,-6
2251723,Charlcie,2014,F,-6
2251724,Castella,2014,F,-6
2251725,Amey,2014,F,-6
2251726,Alzena,2014,F,-6
2251727,Althia,2014,F,-6
2251728,Sylva,2014,F,-7
2251729,Tamela,2014,F,-7
2251730,Tani,2014,F,-7
2251731,Tawanna,2014,F,-7
2251732,Tawna,2014,F,-7
2251733,Tekla,2014,F,-7
2251734,Terrilee,2014,F,-7
2251735,Theadora,2014,F,-7
2251736,Thereasa,2014,F,-7
2251737,Suzon,2014,F,-7
2251738,Theresea,2014,F,-7
2251739,Thresia,2014,F,-7
2251740,Tim,2014,F,-7
2251741,Toinette,2014,F,-7
2251742,Tomie,2014,F,-7
2251743,Treena,2014,F,-7
2251744,Trinda,2014,F,-7
2251745,Trini,2014,F,-7
2251746,Van,2014,F,-7
2251747,Veeda,2014,F,-7
2251748,Thersia,2014,F,-7
2251749,Veleria,2014,F,-7
2251750,Suzetta,2014,F,-7
2251751,Susian,2014,F,-7
2251752,Ruthmary,2014,F,-7
2251753,Ruthy,2014,F,-7
2251754,Shanda,2014,F,-7
2251755,Shane,2014,F,-7
2251756,Sharmaine,2014,F,-7
2251757,Shelle,2014,F,-7
2251758,Sherell,2014,F,-7
2251759,Sherline,2014,F,-7
2251760,Sherral,2014,F,-7
2251761,Suzane,2014,F,-7
2251762,Shila,2014,F,-7
2251763,Shirli,2014,F,-7
2251764,Shonna,2014,F,-7
2251765,Sima,2014,F,-7
2251766,Simonne,2014,F,-7
2251767,Sissy,2014,F,-7
2251768,Soni,2014,F,-7
2251769,Stephana,2014,F,-7
2251770,Stephane,2014,F,-7
2251771,Sterling,2014,F,-7
2251772,Shirely,2014,F,-7
2251773,Cynthea,2014,F,-6
2251774,Velora,2014,F,-7
2251775,Verlena,2014,F,-7
2251776,Yulonda,2014,F,-7
2251777,Yvonnia,2014,F,-7
2251778,Yvonnie,2014,F,-7
2251779,Zondra,2014,F,-7
2251780,Zonia,2014,F,-7
2251781,Adalia,2014,F,-6
2251782,Adelmira,2014,F,-6
2251783,Adrien,2014,F,-6
2251784,Al,2014,F,-6
2251785,Young,2014,F,-7
2251786,Aldene,2014,F,-6
2251787,Aljean,2014,F,-6
2251788,Allan,2014,F,-6
2251789,Almedia,2014,F,-6
2251790,Almira,2014,F,-6
2251791,Almyra,2014,F,-6
2251792,Alnita,2014,F,-6
2251793,Aloise,2014,F,-6
2251794,Alonda,2014,F,-6
2251795,Altagracia,2014,F,-6
2251796,Alessandra,2014,F,-6
2251797,Verlee,2014,F,-7
2251798,Yong,2014,F,-7
2251799,Wyona,2014,F,-7
2251800,Verlyn,2014,F,-7
2251801,Vernal,2014,F,-7
2251802,Vertie,2014,F,-7
2251803,Vickee,2014,F,-7
2251804,Vickii,2014,F,-7
2251805,Vikkie,2014,F,-7
2251806,Virgene,2014,F,-7
2251807,Virgia,2014,F,-7
2251808,Virgilene,2014,F,-7
2251809,Yola,2014,F,-7
2251810,Vondell,2014,F,-7
2251811,Waunita,2014,F,-7
2251812,Waverly,2014,F,-7
2251813,Wendalyn,2014,F,-7
2251814,Wilena,2014,F,-7
2251815,Williemae,2014,F,-7
2251816,Willo,2014,F,-7
2251817,Willodean,2014,F,-7
2251818,Windy,2014,F,-7
2251819,Wynema,2014,F,-7
2251820,Walterine,2014,F,-7
2251821,Cyrilla,2014,F,-6
2251822,Dail,2014,F,-6
2251823,Danell,2014,F,-6
2251824,Hila,2014,F,-6
2251825,Hildegard,2014,F,-6
2251826,Hildreth,2014,F,-6
2251827,Honor,2014,F,-6
2251828,Hyacinth,2014,F,-6
2251829,Icy,2014,F,-6
2251830,Idelia,2014,F,-6
2251831,Idona,2014,F,-6
2251832,Ignacia,2014,F,-6
2251833,Hiawatha,2014,F,-6
2251834,Ileana,2014,F,-6
2251835,Inetta,2014,F,-6
2251836,Irva,2014,F,-6
2251837,Jackye,2014,F,-6
2251838,Jacquilyn,2014,F,-6
2251839,Jamelle,2014,F,-6
2251840,Janeal,2014,F,-6
2251841,Janee,2014,F,-6
2251842,Janit,2014,F,-6
2251843,Janlyn,2014,F,-6
2251844,Imojean,2014,F,-6
2251845,Jari,2014,F,-6
2251846,Hermina,2014,F,-6
2251847,Henryetta,2014,F,-6
2251848,Geniva,2014,F,-6
2251849,Gennell,2014,F,-6
2251850,Georgieann,2014,F,-6
2251851,Geral,2014,F,-6
2251852,Geralynn,2014,F,-6
2251853,Glendolyn,2014,F,-6
2251854,Gloriajean,2014,F,-6
2251855,Gloriann,2014,F,-6
2251856,Glorine,2014,F,-6
2251857,Hermenia,2014,F,-6
2251858,Glossie,2014,F,-6
2251859,Gudalupe,2014,F,-6
2251860,Gwendolen,2014,F,-6
2251861,Gwendolyne,2014,F,-6
2251862,Gwenith,2014,F,-6
2251863,Gwin,2014,F,-6
2251864,Gwynda,2014,F,-6
2251865,Haydee,2014,F,-6
2251866,Hazeline,2014,F,-6
2251867,Hellon,2014,F,-6
2251868,Glynna,2014,F,-6
2251869,Genella,2014,F,-6
2251870,Jeanenne,2014,F,-6
2251871,Jenet,2014,F,-6
2251872,Joselyn,2014,F,-6
2251873,Josepha,2014,F,-6
2251874,Joyanne,2014,F,-6
2251875,Joylyn,2014,F,-6
2251876,Judithann,2014,F,-6
2251877,Julayne,2014,F,-6
2251878,Junella,2014,F,-6
2251879,Junia,2014,F,-6
2251880,Karene,2014,F,-6
2251881,Josefine,2014,F,-6
2251882,Karilyn,2014,F,-6
2251883,Kassie,2014,F,-6
2251884,Katharina,2014,F,-6
2251885,Kathlee,2014,F,-6
2251886,Kathrene,2014,F,-6
2251887,Kayda,2014,F,-6
2251888,Kelsey,2014,F,-6
2251889,Kimm,2014,F,-6
2251890,La,2014,F,-6
2251891,Labrenda,2014,F,-6
2251892,Karine,2014,F,-6
2251893,Jeffrie,2014,F,-6
2251894,Jolyne,2014,F,-6
2251895,Jolie,2014,F,-6
2251896,Jeneva,2014,F,-6
2251897,Jerleen,2014,F,-6
2251898,Jeroline,2014,F,-6
2251899,Jerrilynn,2014,F,-6
2251900,Jillene,2014,F,-6
2251901,Jim,2014,F,-6
2251902,Jimi,2014,F,-6
2251903,Joana,2014,F,-6
2251904,Joanetta,2014,F,-6
2251905,Jolly,2014,F,-6
2251906,Joani,2014,F,-6
2251907,Jodine,2014,F,-6
2251908,Joelyn,2014,F,-6
2251909,Johann,2014,F,-6
2251910,Johnell,2014,F,-6
2251911,Johnelle,2014,F,-6
2251912,Johnnette,2014,F,-6
2251913,Joi,2014,F,-6
2251914,Jolena,2014,F,-6
2251915,Joletta,2014,F,-6
2251916,Jocelyne,2014,F,-6
2251917,Chrisann,2014,F,-5
2251918,Genelda,2014,F,-6
2251919,Gaytha,2014,F,-6
2251920,Donnelle,2014,F,-6
2251921,Donnice,2014,F,-6
2251922,Dorann,2014,F,-6
2251923,Doranna,2014,F,-6
2251924,Doranne,2014,F,-6
2251925,Dorean,2014,F,-6
2251926,Dorethia,2014,F,-6
2251927,Dorinne,2014,F,-6
2251928,Dossie,2014,F,-6
2251929,Donne,2014,F,-6
2251930,Dottye,2014,F,-6
2251931,Earldine,2014,F,-6
2251932,Earletta,2014,F,-6
2251933,Earlyne,2014,F,-6
2251934,Earnie,2014,F,-6
2251935,Earnstine,2014,F,-6
2251936,Eathel,2014,F,-6
2251937,Ebbie,2014,F,-6
2251938,Eddy,2014,F,-6
2251939,Edina,2014,F,-6
2251940,Durinda,2014,F,-6
2251941,Edmonia,2014,F,-6
2251942,Donnalyn,2014,F,-6
2251943,Dodie,2014,F,-6
2251944,Darcus,2014,F,-6
2251945,Darene,2014,F,-6
2251946,Darleene,2014,F,-6
2251947,Darlinda,2014,F,-6
2251948,Davelyn,2014,F,-6
2251949,Dayne,2014,F,-6
2251950,Deatrice,2014,F,-6
2251951,Deede,2014,F,-6
2251952,Dela,2014,F,-6
2251953,Donda,2014,F,-6
2251954,Deletha,2014,F,-6
2251955,Delynn,2014,F,-6
2251956,Deneice,2014,F,-6
2251957,Denny,2014,F,-6
2251958,Denyce,2014,F,-6
2251959,Derryl,2014,F,-6
2251960,Detta,2014,F,-6
2251961,Dewanda,2014,F,-6
2251962,Dicey,2014,F,-6
2251963,Dicksie,2014,F,-6
2251964,Dellia,2014,F,-6
2251965,Gearldene,2014,F,-6
2251966,Edrie,2014,F,-6
2251967,Eldoris,2014,F,-6
2251968,Evan,2014,F,-6
2251969,Evelynne,2014,F,-6
2251970,Everlyn,2014,F,-6
2251971,Fanchon,2014,F,-6
2251972,Faustina,2014,F,-6
2251973,Faythe,2014,F,-6
2251974,Ferol,2014,F,-6
2251975,Ferrell,2014,F,-6
2251976,Fiona,2014,F,-6
2251977,Evalina,2014,F,-6
2251978,Fleta,2014,F,-6
2251979,Floree,2014,F,-6
2251980,Florencia,2014,F,-6
2251981,Florette,2014,F,-6
2251982,Fontaine,2014,F,-6
2251983,Francetta,2014,F,-6
2251984,Franklin,2014,F,-6
2251985,Frenchie,2014,F,-6
2251986,Garlene,2014,F,-6
2251987,Gaylee,2014,F,-6
2251988,Flordia,2014,F,-6
2251989,Eldona,2014,F,-6
2251990,Eufemia,2014,F,-6
2251991,Erva,2014,F,-6
2251992,Electra,2014,F,-6
2251993,Elenor,2014,F,-6
2251994,Elenore,2014,F,-6
2251995,Elese,2014,F,-6
2251996,Elgie,2014,F,-6
2251997,Elina,2014,F,-6
2251998,Eline,2014,F,-6
2251999,Elisia,2014,F,-6
2252000,Elizabethann,2014,F,-6
2252001,Estrella,2014,F,-6
2252002,Ellis,2014,F,-6
2252003,Emelyn,2014,F,-6
2252004,Emilda,2014,F,-6
2252005,Emmalyn,2014,F,-6
2252006,Emy,2014,F,-6
2252007,Enda,2014,F,-6
2252008,Eola,2014,F,-6
2252009,Epifania,2014,F,-6
2252010,Erleen,2014,F,-6
2252011,Ernesteen,2014,F,-6
2252012,Elmyra,2014,F,-6
2252013,Rugenia,2014,F,-7
2252014,Chrys,2014,F,-5
2252015,Cidney,2014,F,-5
2252016,Raenelle,2014,F,-5
2252017,Randal,2014,F,-5
2252018,Rayanne,2014,F,-5
2252019,Raydean,2014,F,-5
2252020,Reata,2014,F,-5
2252021,Reine,2014,F,-5
2252022,Remel,2014,F,-5
2252023,Renah,2014,F,-5
2252024,Rendy,2014,F,-5
2252025,Renelda,2014,F,-5
2252026,Renella,2014,F,-5
2252027,Rennetta,2014,F,-5
2252028,Ressa,2014,F,-5
2252029,Rexine,2014,F,-5
2252030,Rica,2014,F,-5
2252031,Richardean,2014,F,-5
2252032,Rilda,2014,F,-5
2252033,Rissa,2014,F,-5
2252034,Ritamae,2014,F,-5
2252035,Raelyn,2014,F,-5
2252036,Raellen,2014,F,-5
2252037,Raejean,2014,F,-5
2252038,Radene,2014,F,-5
2252039,Pauli,2014,F,-5
2252040,Peggylee,2014,F,-5
2252041,Peola,2014,F,-5
2252042,Permelia,2014,F,-5
2252043,Pernell,2014,F,-5
2252044,Perri,2014,F,-5
2252045,Perrie,2014,F,-5
2252046,Petrea,2014,F,-5
2252047,Phil,2014,F,-5
2252048,Ritta,2014,F,-5
2252049,Phila,2014,F,-5
2252050,Pina,2014,F,-5
2252051,Pinky,2014,F,-5
2252052,Pita,2014,F,-5
2252053,Prestine,2014,F,-5
2252054,Prince,2014,F,-5
2252055,Pura,2014,F,-5
2252056,Quincella,2014,F,-5
2252057,Quita,2014,F,-5
2252058,Racine,2014,F,-5
2252059,Phyllys,2014,F,-5
2252060,Riva,2014,F,-5
2252061,Rivka,2014,F,-5
2252062,Robbi,2014,F,-5
2252063,Rubystine,2014,F,-5
2252064,Russella,2014,F,-5
2252065,Rusty,2014,F,-5
2252066,Ruthan,2014,F,-5
2252067,Ruthellen,2014,F,-5
2252068,Ruthia,2014,F,-5
2252069,Sable,2014,F,-5
2252070,Saddie,2014,F,-5
2252071,Salle,2014,F,-5
2252072,Rubby,2014,F,-5
2252073,Samara,2014,F,-5
2252074,Sandral,2014,F,-5
2252075,Sanora,2014,F,-5
2252076,Sarahann,2014,F,-5
2252077,Saretha,2014,F,-5
2252078,Scharlotte,2014,F,-5
2252079,Scherrie,2014,F,-5
2252080,Scotti,2014,F,-5
2252081,Scotty,2014,F,-5
2252082,Seleta,2014,F,-5
2252083,Samie,2014,F,-5
2252084,Pattricia,2014,F,-5
2252085,Rozanna,2014,F,-5
2252086,Roye,2014,F,-5
2252087,Robertta,2014,F,-5
2252088,Robynn,2014,F,-5
2252089,Robynne,2014,F,-5
2252090,Rocky,2014,F,-5
2252091,Roe,2014,F,-5
2252092,Romanita,2014,F,-5
2252093,Romell,2014,F,-5
2252094,Romelle,2014,F,-5
2252095,Romie,2014,F,-5
2252096,Rozalind,2014,F,-5
2252097,Ronee,2014,F,-5
2252098,Ronella,2014,F,-5
2252099,Roosevelt,2014,F,-5
2252100,Rosabel,2014,F,-5
2252101,Rosalena,2014,F,-5
2252102,Rosalinde,2014,F,-5
2252103,Rosalva,2014,F,-5
2252104,Rosene,2014,F,-5
2252105,Rosezella,2014,F,-5
2252106,Rosilee,2014,F,-5
2252107,Ronell,2014,F,-5
2252108,Patte,2014,F,-5
2252109,Patrician,2014,F,-5
2252110,Patriciaann,2014,F,-5
2252111,Mazell,2014,F,-5
2252112,Melisa,2014,F,-5
2252113,Melrose,2014,F,-5
2252114,Melvena,2014,F,-5
2252115,Merdis,2014,F,-5
2252116,Meredyth,2014,F,-5
2252117,Merial,2014,F,-5
2252118,Merie,2014,F,-5
2252119,Meriel,2014,F,-5
2252120,Mayra,2014,F,-5
2252121,Merlin,2014,F,-5
2252122,Mertha,2014,F,-5
2252123,Mertice,2014,F,-5
2252124,Metha,2014,F,-5
2252125,Milo,2014,F,-5
2252126,Minnette,2014,F,-5
2252127,Mireille,2014,F,-5
2252128,Mirta,2014,F,-5
2252129,Misty,2014,F,-5
2252130,Mliss,2014,F,-5
2252131,Merryl,2014,F,-5
2252132,Modena,2014,F,-5
2252133,Maybelline,2014,F,-5
2252134,Maureene,2014,F,-5
2252135,Marise,2014,F,-5
2252136,Maritza,2014,F,-5
2252137,Marji,2014,F,-5
2252138,Marlean,2014,F,-5
2252139,Marletta,2014,F,-5
2252140,Marlou,2014,F,-5
2252141,Marlowe,2014,F,-5
2252142,Marlyne,2014,F,-5
2252143,Marnette,2014,F,-5
2252144,Maurica,2014,F,-5
2252145,Marshalene,2014,F,-5
2252146,Marthella,2014,F,-5
2252147,Marvalene,2014,F,-5
2252148,Marvell,2014,F,-5
2252149,Marvelle,2014,F,-5
2252150,Marvie,2014,F,-5
2252151,Maryclaire,2014,F,-5
2252152,Marylon,2014,F,-5
2252153,Maryrita,2014,F,-5
2252154,Maudeen,2014,F,-5
2252155,Marthajane,2014,F,-5
2252156,Senia,2014,F,-5
2252157,Monti,2014,F,-5
2252158,Morgan,2014,F,-5
2252159,Odessie,2014,F,-5
2252160,Odetta,2014,F,-5
2252161,Olean,2014,F,-5
2252162,Olethia,2014,F,-5
2252163,Olia,2014,F,-5
2252164,Olla,2014,F,-5
2252165,Ommie,2014,F,-5
2252166,Oneda,2014,F,-5
2252167,Oneta,2014,F,-5
2252168,Odella,2014,F,-5
2252169,Onetta,2014,F,-5
2252170,Oreta,2014,F,-5
2252171,Orfa,2014,F,-5
2252172,Orla,2014,F,-5
2252173,Orvetta,2014,F,-5
2252174,Oveda,2014,F,-5
2252175,Ovida,2014,F,-5
2252176,Oza,2014,F,-5
2252177,Palestine,2014,F,-5
2252178,Patricha,2014,F,-5
2252179,Oral,2014,F,-5
2252180,Montine,2014,F,-5
2252181,Norina,2014,F,-5
2252182,Noreene,2014,F,-5
2252183,Moya,2014,F,-5
2252184,Murdis,2014,F,-5
2252185,Murry,2014,F,-5
2252186,Myung,2014,F,-5
2252187,Nancyann,2014,F,-5
2252188,Nanna,2014,F,-5
2252189,Nansi,2014,F,-5
2252190,Nara,2014,F,-5
2252191,Natalee,2014,F,-5
2252192,Noretta,2014,F,-5
2252193,Nedda,2014,F,-5
2252194,Neida,2014,F,-5
2252195,Nellia,2014,F,-5
2252196,Nelson,2014,F,-5
2252197,Netha,2014,F,-5
2252198,Nicholas,2014,F,-5
2252199,Nikita,2014,F,-5
2252200,Nobie,2014,F,-5
2252201,Nonda,2014,F,-5
2252202,Nonia,2014,F,-5
2252203,Nedia,2014,F,-5
2252204,Mario,2014,F,-5
2252205,Sennie,2014,F,-5
2252206,Sharlan,2014,F,-5
2252207,Yasmin,2014,F,-5
2252208,Yolinda,2014,F,-5
2252209,Zaneta,2014,F,-5
2252210,Zeda,2014,F,-5
2252211,Zenith,2014,F,-5
2252212,Zennie,2014,F,-5
2252213,Zeola,2014,F,-5
2252214,Zerita,2014,F,-5
2252215,Zerline,2014,F,-5
2252216,Zoa,2014,F,-5
2252217,Zoeann,2014,F,-5
2252218,James,2014,M,-86856
2252219,Robert,2014,M,-83841
2252220,John,2014,M,-81154
2252221,William,2014,M,-61493
2252222,Michael,2014,M,-60041
2252223,David,2014,M,-59610
2252224,Richard,2014,M,-50942
2252225,Thomas,2014,M,-45201
2252226,Yadira,2014,F,-5
2252227,Wren,2014,F,-5
2252228,Winnette,2014,F,-5
2252229,Winna,2014,F,-5
2252230,Villa,2014,F,-5
2252231,Vincie,2014,F,-5
2252232,Vineta,2014,F,-5
2252233,Viney,2014,F,-5
2252234,Vitina,2014,F,-5
2252235,Vittoria,2014,F,-5
2252236,Vivia,2014,F,-5
2252237,Vora,2014,F,-5
2252238,Wally,2014,F,-5
2252239,Charles,2014,M,-40042
2252240,Wardine,2014,F,-5
2252241,Wileen,2014,F,-5
2252242,Wilhemena,2014,F,-5
2252243,Williene,2014,F,-5
2252244,Willis,2014,F,-5
2252245,Willistine,2014,F,-5
2252246,Willy,2014,F,-5
